seller_id,seller_city,seller_state,shipment_count,order_count,product_revenue,freight_value,total_value,average_shipment_value,freight_percentage,average_distance_km,average_delivery_days,late_delivery_rate,average_review_score,low_review_rate
d1582f4043306e6b91afa6a8a884f898,sao paulo,SP,9,9,990.0,131.92,1121.92,124.66,11.76,585.77,12.11,11.11,4.11,11.11
daf565f087a52def0fd5c5825b3661bc,brusque,SC,9,9,813.9,307.93,1121.83,124.65,27.45,882.58,9.31,11.11,3.62,37.5
9c690ceacd5c66731bf443ea810195cb,camanducaia,MG,10,10,871.8,249.22,1121.02,112.1,22.23,241.5,7.59,0.0,4.3,10.0
ddd51ae8cda92f3995a51fc0f0f3eec7,rio de janeiro,RJ,8,8,842.7,276.92,1119.62,139.95,24.73,239.49,8.14,0.0,4.62,0.0
7aa538dd6e114e503a2e6154ea352253,catanduva,SP,5,5,1016.68,101.92,1118.6,223.72,9.11,364.58,8.88,0.0,4.4,0.0
e0eabded302882513ced4ea3eb0c7059,campinas,SP,8,8,978.4,138.79,1117.19,139.65,12.42,631.65,11.45,0.0,4.62,0.0
7ecef8194babfec876ca720714327841,campinas,SP,7,7,990.5,123.76,1114.26,159.18,11.11,320.76,10.14,14.29,4.29,0.0
d9442042130b7fe579d1295f9f4a248f,sao paulo,SP,19,19,772.16,338.88,1111.04,58.48,30.5,275.22,10.68,5.26,4.37,10.53
41c9d3997dd3c072c31139dc5bb5761f,araxa,MG,3,3,998.8,111.74,1110.54,370.18,10.06,1371.21,22.21,0.0,4.33,0.0
557f22c76691849db52d2abccf0015d0,morrinhos,GO,12,12,799.87,308.67,1108.54,92.38,27.84,799.77,14.51,0.0,3.27,27.27
3c3017960b2dbd72711a61f0400aab8f,jaragua do sul,SC,9,9,878.9,228.72,1107.62,123.07,20.65,1359.09,12.52,0.0,3.89,22.22
670a9dda115b5a88b18cfadee8de2332,ribeirao preto,SP,11,11,918.9,183.09,1101.99,100.18,16.61,570.09,12.3,0.0,4.45,0.0
f0e103c63864d5405b958d984b6e94c9,osasco,SP,11,11,951.7,149.71,1101.41,100.13,13.59,504.52,8.82,0.0,4.73,0.0
91543f9849d68d023e17194926598543,blumenau,SC,4,4,834.0,266.57,1100.57,275.14,24.22,1755.28,12.87,0.0,4.5,0.0
7a9c12e235c36247c3c81f50d6ea9cea,sao caetano do sul,SP,5,5,983.9,115.69,1099.59,219.92,10.52,1493.07,12.84,0.0,4.6,0.0
7d7d2b7a51328016102d4528c411d630,ibitinga,SP,7,7,918.8,180.05,1098.85,156.98,16.39,512.26,10.28,14.29,4.14,14.29
6025c79c035c3d772133b8b8238463b2,pinhais/pr,PR,2,2,989.74,108.59,1098.33,549.16,9.89,856.34,8.45,0.0,5.0,0.0
ffad1e7127fb622cb64a900751590acd,americana,SP,10,10,884.3,206.53,1090.83,109.08,18.93,532.22,7.67,0.0,4.8,0.0
4221a7df464f1fe2955934e30ff3a5a1,bahia,BA,5,5,849.5,239.54,1089.04,217.81,22.0,1762.35,16.57,0.0,4.8,0.0
ef9952469137ff190bacafe117f51537,uberaba,MG,5,5,1002.66,83.94,1086.6,217.32,7.73,554.19,10.25,0.0,4.8,0.0
a13aaf2d2886ab9fb30fb9a920160b8f,joinville,SC,4,4,1011.52,74.31,1085.83,271.46,6.84,243.36,9.35,25.0,4.5,0.0
a0d7fbb07bb5ebc3b05980e750db56f3,ferraz de vasconcelos,SP,3,3,848.99,236.19,1085.18,361.73,21.77,949.73,16.22,0.0,2.33,66.67
1f867308a0ce13133a4e639ff4de0c02,curitiba,PR,7,7,875.1,209.82,1084.92,154.99,19.34,386.06,11.27,0.0,4.14,14.29
8e670472e453ba34a379331513d6aab1,juiz de fora,MG,1,1,975.0,108.96,1083.96,1083.96,10.05,1823.27,86.0,100.0,1.0,100.0
0e982cff76cc0579f632cea8a0e38c9d,itajai,SC,6,6,971.9,109.26,1081.16,180.19,10.11,353.86,8.63,0.0,4.33,0.0
cb4a705d00e100b9732d0ca34817d441,florianopolis,SC,1,1,998.0,82.56,1080.56,1080.56,7.64,2201.38,24.13,0.0,1.0,100.0
8602a61d680a10a82cceeeda0d99ea3d,sao paulo,SP,17,17,826.99,252.91,1079.9,63.52,23.42,471.1,7.84,5.88,4.41,11.76
010da0602d7774602cd1b3f5fb7b709e,sao bernardo do campo,SP,1,1,849.5,230.25,1079.75,1079.75,21.32,527.53,26.11,0.0,1.0,100.0
dc7192adf8ba09569261f4a8d576afe0,itapeva,SP,7,7,917.0,161.43,1078.43,154.06,14.97,622.21,6.23,0.0,3.86,28.57
5a05a16bb50629ee31afab8a6d4c2674,caxias do sul,RS,14,14,794.3,281.18,1075.48,76.82,26.14,332.11,7.04,7.14,4.21,7.14
9bc484c87d79cd4874e05ca182658045,sao paulo,SP,8,8,970.0,105.12,1075.12,134.39,9.78,151.48,13.12,25.0,4.25,12.5
79a679c36c08d606b3fd47ead9de109b,sao paulo,SP,3,3,935.0,137.22,1072.22,357.41,12.8,264.78,11.68,33.33,2.0,66.67
4f1f1c8666cdb6442f775c4e8caed465,belo horizonte,MG,2,2,944.98,125.41,1070.39,535.2,11.72,1861.18,19.96,0.0,5.0,0.0
ae45df84722b1d15c5f32b23a095746c,sao paulo,SP,9,9,901.83,163.66,1065.49,118.39,15.36,469.38,7.42,0.0,4.78,0.0
13511db12ac61e2f89c53b72a944a60b,caxias do sul,RS,6,6,798.0,265.97,1063.97,177.33,25.0,683.69,9.17,16.67,3.5,33.33
c37b2059d4f90d4feead554e5246565e,sao paulo,SP,12,12,839.3,221.98,1061.28,88.44,20.92,501.72,17.34,25.0,3.33,41.67
9d681c7e12db302cb261e721040dde65,curitiba,PR,13,13,785.6,273.08,1058.68,81.44,25.79,772.34,9.3,0.0,4.92,0.0
8a43128d7f9a3db592b866e6861a6cce,sao paulo,SP,3,3,990.6,67.89,1058.49,352.83,6.41,294.85,6.24,0.0,2.33,66.67
6e4f5ff6b086632ba8dcb558fb10249e,flores da cunha,RS,5,5,838.9,214.35,1053.25,210.65,20.35,737.99,10.73,0.0,3.4,40.0
b81e3a6c866a764974fe849821abeebd,maua,SP,8,8,836.15,216.86,1053.01,131.63,20.59,288.52,6.14,0.0,4.62,0.0
9198786624eaeb375793215cad26cfa6,rodeio,SC,8,8,854.4,198.3,1052.7,131.59,18.84,461.06,12.97,0.0,4.0,25.0
c1ed9e3daf6154542826a6996af0fb8c,itajai,SC,8,8,757.5,292.57,1050.07,131.26,27.86,643.2,16.93,12.5,4.25,12.5
1bb3812d5f0747a3ab7348f199001a10,sao paulo,SP,9,9,834.4,215.17,1049.57,116.62,20.5,1155.22,12.76,0.0,4.89,0.0
74636e24f01da9268b0ed88dacd8513e,sao paulo,SP,4,4,776.0,272.61,1048.61,262.15,26.0,1127.94,13.13,25.0,4.0,25.0
e3a386fc36e22064434e1fa256f6a9fa,engenheiro coelho,SP,16,16,793.9,253.25,1047.15,65.45,24.18,397.53,10.07,18.75,4.19,12.5
20b54c376b794ed028df09a3cd88e8dc,sao caetano do sul,SP,7,7,927.87,114.2,1042.07,148.87,10.96,661.07,21.16,28.57,3.71,14.29
a67780aba9dd436e7ac0aa1f889e73ec,presidente prudente,SP,6,6,863.0,178.04,1041.04,173.51,17.1,762.97,21.63,33.33,3.67,16.67
9e9b539eb2806acee3f5c28085c1db9f,contagem,MG,3,3,967.0,72.47,1039.47,346.49,6.97,1142.15,24.79,33.33,3.67,33.33
28872dc528e978a639754bc8c2ce5a4c,caxias do sul,RS,1,1,1009.9,29.0,1038.9,1038.9,2.79,1254.17,4.04,0.0,5.0,0.0
04fdea0c111866e6cf812f1570d6b5bd,sao paulo,SP,8,8,865.0,173.35,1038.35,129.79,16.69,1071.2,18.0,12.5,3.5,25.0
caa9bc43a9fe8cf9c564ddd8a03cc4a6,jacarei,SP,13,13,803.87,233.87,1037.74,79.83,22.54,587.74,9.55,7.69,4.67,0.0
e8dba4d70f7f2b20e775d09cae01142d,santa barbara d oeste,SP,9,9,855.91,176.48,1032.39,114.71,17.09,406.24,8.81,11.11,4.33,11.11
d8cf3b6a2151949f930d0252b180ec42,mandaguacu,PR,6,6,623.7,406.48,1030.18,171.7,39.46,532.48,7.14,0.0,3.5,33.33
4b1eaadf791bdbbad8c4a35b65236d52,ribeirao preto,SP,5,5,960.09,68.95,1029.04,205.81,6.7,338.57,22.55,20.0,2.6,60.0
0791d9fc1e30678ecf03d3e55fa108d3,belo horizonte,MG,5,5,842.0,186.99,1028.99,205.8,18.17,479.89,7.81,0.0,4.0,20.0
48985c61529077fa4f1e38bcff0f2ed3,porto alegre,RS,7,7,879.3,148.07,1027.37,146.77,14.41,1478.0,10.34,0.0,4.43,0.0
3d5d0dc7073a299e31fa718ce1bc00b6,rio de janeiro,RJ,21,21,674.8,352.32,1027.12,48.91,34.3,644.68,8.49,9.52,4.43,14.29
a99504ac23ed125aaf5302af6cc30af9,batatais,SP,1,1,978.0,47.24,1025.24,1025.24,4.61,768.13,16.26,0.0,5.0,0.0
0ff83046c3fa22efee8ecf291888b191,caxias do sul,RS,10,10,768.9,254.48,1023.38,102.34,24.87,1283.14,12.54,0.0,4.8,0.0
63a79f5a7eb5cb48a7e5787b141c7993,patos de minas,MG,11,11,815.1,200.83,1015.93,92.36,19.77,443.18,6.37,0.0,4.55,0.0
3f9c56764fabca627406093dcb3ef0b4,rio de janeiro,RJ,7,7,909.3,105.65,1014.95,144.99,10.41,174.51,8.49,0.0,4.71,0.0
cac63f48c38cd7d002a7e846dcd99a23,sumare,SP,10,10,874.0,140.62,1014.62,101.46,13.86,433.85,7.23,0.0,4.8,0.0
528bcf6680c36dddf07620bd35b33a6f,sao paulo,SP,2,2,969.98,43.86,1013.84,506.92,4.33,1115.82,21.28,50.0,4.5,0.0
bd4431c1a8dfa744b59e1e2a8bc99b9e,rio de janeiro,RJ,7,7,809.5,204.09,1013.59,144.8,20.14,296.62,7.12,0.0,4.57,0.0
cb6c9f5888a7a090c75beaf615925792,vila velha,ES,11,11,779.89,229.08,1008.97,91.72,22.7,816.53,10.16,9.09,3.82,18.18
1cbd50a8c52e6cf8e315c5709fab386f,fazenda rio grande,PR,9,9,785.97,220.69,1006.66,111.85,21.92,1346.04,19.02,11.11,3.78,11.11
134a288e7de827ec5ec62e3ec9c3a295,sao paulo,SP,9,9,877.45,126.55,1004.0,111.56,12.6,532.34,9.45,0.0,4.78,0.0
f783a638e9c6af4a7d0dbfde811e7a81,sao paulo,SP,5,5,849.8,153.1,1002.9,200.58,15.27,1027.14,17.65,20.0,4.0,20.0
c6a7539d424a8402232c2228d7a03c5e,sao paulo,SP,10,10,607.5,393.82,1001.32,100.13,39.33,689.96,14.27,10.0,3.1,40.0
d4f117125b59ce73c3302f88ee40c458,sao paulo,SP,17,17,783.29,215.32,998.61,58.74,21.56,383.25,7.73,0.0,4.82,0.0
3d621842b2ed28e2b474132480edac3c,sao paulo,SP,8,8,873.93,123.21,997.14,124.64,12.36,389.17,9.9,0.0,4.62,0.0
e51f22821f0c12a16ad5c020cdcd55e9,carapicuiba,SP,4,4,898.71,98.13,996.84,249.21,9.84,709.05,10.32,0.0,4.75,0.0
fe1b067411b8c5066e962aa146ccee03,presidente prudente,SP,8,8,847.78,143.1,990.88,123.86,14.44,860.52,8.78,0.0,4.62,0.0
0aa2205ca24f113f4658a5c536667426,sao paulo,SP,4,4,815.62,172.48,988.1,247.02,17.46,337.91,8.79,0.0,4.0,25.0
69b5eaa096c3f9d1e5c398c597f567d6,birigui,SP,2,2,938.0,49.02,987.02,493.51,4.97,459.18,6.58,0.0,5.0,0.0
d9e7e7778b32987280a6f2cb9a39c57d,sao paulo,SP,11,11,722.5,263.89,986.39,89.67,26.75,1432.71,18.47,36.36,3.55,27.27
6f83d9e4da896daae20b9b6b2d3ff8d2,pinhalao,PR,11,11,765.19,219.85,985.04,89.55,22.32,606.38,15.02,0.0,4.36,9.09
b19c48688808720822399ffa9f2dbe2f,sao paulo,SP,1,1,959.99,24.82,984.81,984.81,2.52,899.92,6.3,0.0,5.0,0.0
da6a60cc8cc724fe51be021ff8be779c,sao pedro da aldeia,RJ,12,12,728.79,255.79,984.58,82.05,25.98,528.16,7.83,0.0,4.75,0.0
39c763cca83e654764b7a4a650fb9b7c,goiania,GO,11,11,761.0,223.21,984.21,89.47,22.68,660.32,13.49,18.18,3.82,27.27
808d4348b916efa08e766ebad39f61eb,sao paulo,SP,20,20,712.95,268.59,981.54,49.08,27.36,610.79,7.96,5.0,4.6,5.0
160e4f13fd3a64b1b86807be88b5ffb0,colombo,PR,4,4,886.0,94.45,980.45,245.11,9.63,621.94,14.3,0.0,4.25,25.0
e9729944ba65dc3ce425e0c5a22ae7b2,petropolis,RJ,4,4,916.7,61.73,978.43,244.61,6.31,214.92,10.14,25.0,3.75,0.0
297d5eccd19fa9a83b2630071ff105e4,curitiba,PR,8,8,834.97,141.76,976.73,122.09,14.51,542.91,6.88,0.0,5.0,0.0
5c3460cd3e8a984382ae254e7dd20d9f,sao jose do rio preto,SP,9,9,775.76,198.54,974.3,108.26,20.38,689.13,9.91,0.0,4.67,0.0
ca77545ca4d2dfd1431bf61334e2fa3c,maringa,PR,6,6,760.0,213.71,973.71,162.28,21.95,864.99,13.24,0.0,4.67,0.0
efff9341f3f8f5237b44ff67ed36a7bf,vitoria,ES,5,5,872.99,99.66,972.65,194.53,10.25,1055.91,11.93,0.0,4.4,0.0
41c2bad7229b0c25e6becf179ebf63ff,natal,RN,20,20,782.0,189.92,971.92,48.6,19.54,8.52,4.69,0.0,4.95,0.0
c8025364abeecb115431bf95c11a747f,porto alegre,RS,2,2,928.0,43.28,971.28,485.64,4.46,480.04,7.96,50.0,4.5,0.0
c89cf7c468a48af70aada384e722f9e2,petropolis,RJ,14,14,745.0,226.01,971.01,69.36,23.28,522.77,14.19,7.14,4.0,15.38
b5abf4f36adc043117b4fca82c22984c,brasilia,DF,8,8,803.1,166.84,969.94,121.24,17.2,716.65,19.7,25.0,3.12,37.5
b45d7ebfb7378630f1bcd74b6ff86ff7,belo horizonte,MG,3,3,899.7,68.44,968.14,322.71,7.07,502.09,29.7,0.0,4.33,0.0
562f8cfc51f265411f487d07e9c40e7f,belo horizonte,MG,13,13,766.92,199.33,966.25,74.33,20.63,706.58,14.03,15.38,4.54,0.0
e8a85b5f3df47be0984c55fd4064dbb4,brasilia,DF,8,8,743.0,222.99,965.99,120.75,23.08,637.83,10.68,12.5,4.5,12.5
d0d70d21e2234dd7cd3cf63fe414148a,sao bento,PB,8,8,598.4,366.59,964.99,120.62,37.99,1439.96,9.14,0.0,4.25,12.5
68f86ba270525243e68ae74044f992b9,rio de janeiro,RJ,10,10,777.5,186.7,964.2,96.42,19.36,831.68,10.09,10.0,4.5,0.0
b2c97074649f92197d9387d9033dda5f,botucatu,SP,10,10,684.71,279.37,964.08,96.41,28.98,1085.55,12.23,10.0,4.7,0.0
87d3c3aeb3ead335511b3ce315eb341e,sao paulo,SP,15,15,749.35,213.71,963.06,64.2,22.19,390.7,6.57,6.67,3.5,21.43
ba5daa4041e1f15cdf34b76e3e18a450,sao paulo,SP,15,15,806.8,152.55,959.35,63.96,15.9,299.63,5.69,0.0,4.27,13.33
3492e68f37fd1df87f4f2f2ea247f445,salto,SP,8,8,787.86,169.4,957.26,119.66,17.7,427.72,9.32,12.5,3.88,25.0
17eea220a40cc0d2c0c5346379682398,sao paulo,SP,3,3,875.98,76.0,951.98,317.33,7.98,1609.54,25.36,66.67,3.67,33.33
6861de0f40cacb0602e473c51639f980,curitiba,PR,5,5,674.0,275.73,949.73,189.95,29.03,753.33,13.84,20.0,3.6,20.0
7dc9a3355bae96dd82008b313d3a456c,dores de campos,MG,1,1,899.0,50.62,949.62,949.62,5.33,447.94,12.49,0.0,5.0,0.0
a1544b9ea0b2390e020537d4daa89049,jundiai,SP,8,8,841.2,107.33,948.53,118.57,11.32,780.33,10.92,0.0,3.88,12.5
6d22a1fcebb6dd08c9cd90b92a93e8d0,joinville,SC,12,12,723.7,222.73,946.43,78.87,23.53,564.56,15.4,0.0,4.25,8.33
8a40ae794fa3f9892cee24bd5af0488b,curitiba,PR,6,6,739.85,206.41,946.26,157.71,21.81,2253.03,27.8,33.33,3.17,33.33
6b9b80d53ba3676eafe60268a810b5a1,belo horizonte,SP,9,9,783.7,157.51,941.21,104.58,16.73,725.78,12.04,0.0,4.22,11.11
e5cbe890e679490127e9a390b46bbd20,sao paulo,SP,2,2,908.99,28.72,937.71,468.86,3.06,442.27,5.92,0.0,4.5,0.0
725af026f869236a8dd0ceb98564d156,claudio,MG,5,5,810.72,125.95,936.67,187.33,13.45,229.25,13.67,0.0,4.4,0.0
2b03ac196f5ed62ac483960fe0fa3b65,sao paulo,SP,7,7,843.1,92.09,935.19,133.6,9.85,303.22,12.89,14.29,4.14,14.29
a72c2f59332659e361d647515c698798,flores da cunha,RS,5,5,802.9,131.03,933.93,186.79,14.03,1046.94,10.2,0.0,4.8,0.0
0d33a55da925bbf1ff02af5f6059fc7f,sao paulo,SP,22,22,547.3,385.61,932.91,42.41,41.33,353.62,8.48,4.55,4.45,9.09
5a413ade68e8f8d93071a7f52a64cb9e,sao paulo,SP,14,14,778.9,153.77,932.67,66.62,16.49,133.51,4.12,14.29,4.64,7.14
6e864f5c4669eff3d98140a07cc50202,sao paulo,SP,13,13,740.59,191.77,932.36,71.72,20.57,515.48,9.84,7.69,4.46,7.69
eba88037e1dca898cd02881f67ced679,sao paulo,SP,6,6,838.1,93.47,931.57,155.26,10.03,338.84,11.49,16.67,4.33,16.67
52a52b9f656520e99716f5bc40f661c8,sao carlos,SP,7,7,783.1,148.12,931.22,133.03,15.91,302.81,10.71,0.0,4.0,28.57
2c43fb513632d29b3b58df74816f1b06,belo horizonte,MG,3,3,858.0,72.17,930.17,310.06,7.76,388.47,4.59,0.0,3.67,33.33
e644cbadf7eeb30d0d29f335ce7d52ec,sao paulo,SP,7,7,768.91,161.12,930.03,132.86,17.32,367.72,6.88,0.0,4.0,0.0
e1c76f339ebd5460999f25a2aa8c92c5,sao paulo,SP,1,1,899.9,28.8,928.7,928.7,3.1,2210.2,29.84,0.0,5.0,0.0
11eac105f3f90a9b87b19c89d91e24f3,sao paulo,SP,5,5,802.89,124.94,927.83,185.57,13.47,282.4,9.12,0.0,3.6,20.0
32e5635e63cb374eb63afdd242fb6134,rio de janeiro,RJ,1,1,910.0,17.82,927.82,927.82,1.92,23.3,7.31,0.0,5.0,0.0
75a4764c108403a7a0575140cb22287c,caxias do sul,RS,5,5,716.9,210.15,927.05,185.41,22.67,1189.92,11.55,0.0,4.6,0.0
1cd9e0cc1839d55516843def5600816d,sao paulo,SP,5,5,825.0,101.72,926.72,185.34,10.98,306.75,7.78,0.0,5.0,0.0
14ee35374a7876217954b5fa08e50463,sao jose do rio preto,SP,6,6,809.0,114.05,923.05,153.84,12.36,452.25,17.17,16.67,4.33,0.0
134b867a0f7f8bbe6abf10f91874891e,valinhos,SP,1,1,789.89,132.95,922.84,922.84,14.41,1996.05,12.93,0.0,4.0,0.0
9c7fd21e0aa159b20da593371f08ff7c,osasco,SP,7,7,798.3,123.5,921.8,131.69,13.4,468.03,7.39,14.29,3.29,42.86
4deebb3199eeafb282ae33229144f94b,sao paulo,SP,4,4,779.7,141.79,921.49,230.37,15.39,15.92,10.16,25.0,4.0,25.0
a3b42d266fa8afc874b909422ce88582,orlandia,SP,1,1,839.4,81.84,921.24,921.24,8.88,295.44,3.51,0.0,5.0,0.0
024b564ae893ce8e9bfa02c10a401ece,sao paulo,SP,2,2,706.4,212.0,918.4,459.2,23.08,2168.97,15.34,0.0,4.5,0.0
c8cc60ffd415254af5d9b9f34f32c369,sorocaba,SP,8,8,722.2,194.03,916.23,114.53,21.18,246.39,5.48,0.0,4.75,0.0
ba6b4a237f92479743cf0ca06b67a9ac,rio de janeiro,RJ,8,8,801.89,111.82,913.71,114.21,12.24,553.75,12.6,12.5,4.25,12.5
a1bea7061f61f6fdd9a85a6325ba1033,carapicuiba / sao paulo,SP,9,9,810.95,99.93,910.88,101.21,10.97,219.04,4.49,11.11,4.44,0.0
1099a00e0ee3a50935e6c2447ca090c5,rio de janeiro,RJ,3,3,849.7,61.13,910.83,303.61,6.71,520.36,15.04,33.33,3.67,33.33
39d61be7a92eb77b7da367bd4845bc0e,sao paulo,SP,7,7,700.59,209.03,909.62,129.95,22.98,569.76,10.78,0.0,4.0,14.29
7c51de0ab286204ce75ff42bf7c10d92,picarras,SC,4,4,759.0,149.64,908.64,227.16,16.47,996.03,9.79,0.0,4.5,0.0
4c61e37f664c3c88aff092aa5ac779d7,niteroi,RJ,7,7,788.31,119.86,908.17,129.74,13.2,361.77,15.79,28.57,4.0,16.67
d29ba1220fb8634fa3a107e54497b8a4,sao carlos,SP,9,9,724.94,182.92,907.86,100.87,20.15,328.16,6.49,0.0,3.22,33.33
c00396cbdd2e088fe4281baa5920aef1,campo magro,PR,1,1,832.41,73.44,905.85,905.85,8.11,364.48,12.1,0.0,5.0,0.0
dc64d75cc406bb0697be983831430e60,belo horizonte,MG,4,4,813.0,92.55,905.55,226.39,10.22,756.57,10.21,0.0,4.75,0.0
49383af7ab774e4e8f3000f49c83dc4b,taubate,SP,8,8,660.0,242.23,902.23,112.78,26.85,517.39,8.09,0.0,4.38,0.0
4ef4c39cf3c24f326434cf0b2e48046a,sao paulo,SP,7,7,792.0,109.51,901.51,128.79,12.15,395.54,13.28,14.29,3.71,28.57
59cea8e446d3834393058e7e0666b6fb,maringa,PR,10,10,696.6,204.54,901.14,90.11,22.7,639.79,7.27,0.0,4.6,0.0
b16d3dadc47d4eb18be3d88bad0775ce,estancia velha,RS,10,10,722.1,178.44,900.54,90.05,19.81,579.84,6.43,10.0,4.3,10.0
28ea411b354f14b1a494be4e79f0ce02,sao paulo,SP,6,6,820.0,76.93,896.93,149.49,8.58,221.86,8.92,16.67,4.67,0.0
365e4bce19bda0082c3d15d83fdb8bcd,sao caetano do sul,SP,6,6,796.4,98.62,895.02,149.17,11.02,509.14,10.38,0.0,4.67,0.0
ef30892870c278497523264be1be2241,araraquara,SP,9,9,783.2,109.34,892.54,99.17,12.25,262.9,8.08,0.0,4.56,11.11
0d4c8269e7f0401201794deef160edd6,ribeirao preto,SP,3,3,792.64,99.39,892.03,297.34,11.14,833.19,17.42,0.0,3.67,33.33
253f95b3a0e6983ae18aed49fbc2b845,sao paulo,SP,5,5,799.5,91.44,890.94,178.19,10.26,499.04,9.21,0.0,4.4,0.0
07de60b03d150fb3ea09eab5da5e4c8b,ibitinga,SP,9,9,719.1,169.9,889.0,98.78,19.11,458.11,13.42,11.11,4.33,11.11
1430239a858e7682bbc43b20758af153,sao paulo,SP,17,17,633.99,254.65,888.64,52.27,28.66,333.03,7.67,0.0,4.18,11.76
5acd070dd3fe441bbb2ec1f1ede515ee,jundiai,SP,7,7,764.17,122.2,886.37,126.62,13.79,416.82,26.11,42.86,3.0,42.86
9485a23c0430ba1d58d359391606fce6,santo andre,SP,4,4,830.9,54.96,885.86,221.46,6.2,354.83,13.41,25.0,3.75,0.0
5f06030071324cc52bf0304014ac7234,marilia,SP,4,4,783.96,100.35,884.31,221.08,11.35,610.1,10.36,0.0,4.0,25.0
fd435faa3c0422b60440ea3480d0e77c,joao pessoa,PB,1,1,749.0,133.87,882.87,882.87,15.16,1971.18,9.47,0.0,5.0,0.0
5996cddab893a4652a15592fb58ab8db,presidente prudente,SP,1,1,810.0,70.75,880.75,880.75,8.03,548.13,5.08,0.0,5.0,0.0
f435898e493ba0356019a0b1cb8b55b1,curitiba,PR,10,10,649.76,230.92,880.68,88.07,26.22,1001.75,10.87,0.0,4.4,10.0
cd3d09fbe6e3e9ff0c0ac0c300e93ae7,nova odessa,SP,12,12,651.04,229.19,880.23,73.35,26.04,933.68,11.71,8.33,4.17,16.67
80f2cf9abf6b5a0e5c612b5eea6646e6,sao jose do rio preto,SP,6,6,654.08,225.84,879.92,146.65,25.67,769.09,10.58,16.67,5.0,0.0
014d9a685fd57276679edd00e07089e5,maringa,PR,11,11,729.88,146.93,876.81,79.71,16.76,534.72,9.15,0.0,3.73,18.18
81783131d2a97c8d44d406a4be81b5d9,sorocaba,SP,8,8,761.84,113.15,874.99,109.37,12.93,477.21,7.25,12.5,4.5,12.5
ba6ce6de456f6c11d08c17701ba5c26f,sorocaba,SP,6,6,744.35,130.16,874.51,145.75,14.88,221.19,12.41,16.67,4.17,16.67
7210cd29727d674c00741e5e387b3ccd,sao paulo,SP,9,9,729.09,145.09,874.18,97.13,16.6,52.2,3.78,11.11,4.44,11.11
e560e4022d8f7aebf155db95946c5c0f,belo horizonte,MG,2,2,780.0,90.21,870.21,435.1,10.37,814.45,10.13,0.0,5.0,0.0
70bf57d811208f8923b41bbd499a67a4,franco da rocha,SP,7,7,780.8,88.93,869.73,124.25,10.23,151.7,4.82,0.0,4.14,14.29
c6218512d16fcac0af02fe92691cf274,contagem,MG,8,8,674.0,194.64,868.64,108.58,22.41,554.29,14.87,12.5,4.0,12.5
8b87cd0d43d49b9bdf40f56229364d59,sao paulo,SP,2,2,729.0,135.88,864.88,432.44,15.71,1098.24,15.34,0.0,5.0,0.0
05a940b4ecae36cadfd8e93bd9c43257,goiania,GO,9,9,695.1,169.0,864.1,96.01,19.56,844.89,14.25,0.0,4.22,11.11
458c6fa920810ce2492da71bc26d9eec,catanduva,SP,2,2,756.76,105.61,862.37,431.18,12.25,1564.47,25.4,0.0,2.5,50.0
fe1bbc5feda5c8979a8a1b3b2512d5a6,arinos,MG,9,9,724.72,137.53,862.25,95.81,15.95,728.08,11.93,11.11,3.89,0.0
9aa388272ee334b6ae07bc73706e254a,muriae,MG,6,6,678.0,183.46,861.46,143.58,21.3,573.59,8.41,0.0,4.33,16.67
aac51c486b672a9850d59f3e84b1cf88,sao paulo,SP,10,10,728.28,131.29,859.57,85.96,15.27,251.36,4.65,0.0,4.8,0.0
52956b80ae65fda598f06f6b9943e7a9,maringa,PR,3,3,792.0,66.85,858.85,286.28,7.78,840.91,25.61,33.33,4.0,0.0
3d68c634a99a1ba46dbca3967a69c623,nova trento,SC,2,2,594.0,263.7,857.7,428.85,30.75,867.62,9.19,0.0,5.0,0.0
6b15924333bd1a741595fe981ea04822,sao caetano do sul,SP,21,21,614.32,240.14,854.46,40.69,28.1,366.92,7.78,9.52,4.67,0.0
89a51f50b8095ea78d5768f34c13a76f,brasilia,DF,10,10,677.16,177.1,854.26,85.43,20.73,581.32,7.42,0.0,4.7,0.0
bdae679a9b282249bc23b9b69dae9a99,brasilia,DF,6,6,663.15,188.83,851.98,142.0,22.16,787.44,10.4,0.0,3.5,33.33
ac6417315ae5da8f9a38ee11de6f7780,aruja,SP,7,7,716.4,134.72,851.12,121.59,15.83,139.06,11.47,14.29,4.14,14.29
3969863bb8af7f72580b3b1ffd3a17b3,sao paulo,SP,12,12,623.15,226.87,850.02,70.83,26.69,480.97,10.24,0.0,4.08,8.33
4a1917ef994878940e1fb03eeb787ad7,brasilia,DF,2,2,768.0,78.62,846.62,423.31,9.29,797.23,10.31,0.0,3.0,50.0
be8e909810184b9b19e886129149d8e5,piracicaba,SP,15,15,629.85,216.23,846.08,56.41,25.56,612.27,15.36,20.0,3.73,20.0
a2deecd5398f5df4987110c80a1972a3,sao paulo,SP,13,13,623.81,221.99,845.8,65.06,26.25,667.61,8.31,0.0,4.23,7.69
6bb62a4912377c7bfe7cb17b406bc7e6,jundiai,SP,4,4,739.52,105.87,845.39,211.35,12.52,362.73,4.57,0.0,4.25,25.0
9dc79dd988ac42f4d56c340d7048420a,sao paulo,SP,4,4,749.6,94.33,843.93,210.98,11.18,844.16,6.52,0.0,4.75,0.0
